City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
383,irbeyskoye,26,RU,1566491020,67,55.64,95.45,57.21,8.75
384,ornskoldsvik,0,SE,1566490428,59,63.29,18.72,64.4,11.41
385,eenhana,0,NA,1566491020,16,-17.48,16.34,86.0,4.7
386,sao jose da coroa grande,33,BR,1566490888,66,-8.9,-35.15,80.79,9.37
387,road town,40,VG,1566490706,70,18.42,-64.62,86.0,13.87
388,ler,40,NO,1566491020,59,63.2,10.3,64.99,18.34
389,honiara,75,SB,1566491021,94,-9.43,159.96,77.0,18.41
390,richards bay,0,ZA,1566491021,75,-28.77,32.06,70.53,23.87
391,kralendijk,75,BQ,1566490249,62,12.15,-68.27,89.6,12.75
392,palu,99,ID,1566490854,85,-0.9,119.87,75.21,3.18
393,amloh,40,IN,1566491021,74,30.61,76.23,82.4,2.24
394,kyabe,99,TD,1566491021,89,9.45,18.94,79.53,2.8
395,vardo,20,US,1566491022,48,39.62,-77.74,88.0,9.17
396,pitimbu,75,BR,1566490893,69,-7.47,-34.81,82.4,16.11
397,duldurga,69,RU,1566491022,95,50.67,113.59,50.19,1.63
398,jalu,0,LY,1566491022,12,29.03,21.55,101.67,10.22
399,vadso,75,NO,1566491022,71,70.07,29.75,57.2,9.17
400,plettenberg bay,0,ZA,1566491022,47,-34.05,23.37,68.01,4.47
401,saldanha,71,PT,1566491022,16,41.42,-6.55,91.41,3.06
402,erzin,20,TR,1566490820,66,36.95,36.2,86.0,20.8
403,masterton,67,NZ,1566491023,79,-40.95,175.66,52.0,10.38
404,jabinyanah,20,TN,1566491023,55,35.03,10.91,86.0,13.87
405,coihaique,90,CL,1566491023,53,-45.58,-72.07,51.8,2.24
406,taybad,0,IR,1566491024,22,34.74,60.78,78.27,17.76
407,antofagasta,0,CL,1566491024,63,-23.65,-70.4,66.99,11.41
408,tombouctou,60,ML,1566490892,35,16.77,-3.01,95.55,13.09
409,chifeng,0,CN,1566491024,64,42.27,118.96,57.75,10.45
410,constitucion,40,MX,1566491024,56,23.99,-104.67,73.0,9.17
411,san angelo,1,US,1566491024,45,31.46,-100.44,90.0,8.05
412,kupang,20,ID,1566491025,64,-10.16,123.6,75.2,8.05
413,esfarayen,0,IR,1566491025,20,37.08,57.51,82.4,6.93
414,lebu,75,ET,1566491025,72,8.96,38.73,66.2,4.7
415,shache,99,CN,1566491025,64,38.42,77.24,86.0,9.57
416,verkhnyaya sinyachikha,98,RU,1566491025,77,57.98,61.67,62.43,4.14
417,haines junction,0,CA,1566491025,76,60.75,-137.51,32.91,4.36
418,oktyabrskiy,75,RU,1566490886,68,55.61,37.97,68.0,11.18
419,porbandar,55,IN,1566491026,76,21.64,69.61,82.95,12.5
420,effingham,90,US,1566491026,88,39.12,-88.54,77.0,5.82
421,ortona,40,IT,1566491026,69,42.35,14.4,82.99,10.29
422,japura,80,ID,1566491026,73,-0.42,102.29,78.27,3.71
423,lasa,0,CY,1566490792,70,34.92,32.53,84.2,11.41
424,ahipara,100,NZ,1566491027,100,-35.17,173.16,55.99,28.01
425,mount gambier,90,AU,1566490413,93,-37.83,140.78,48.2,4.7
426,chara,0,GR,1566491027,29,39.42,22.43,91.4,12.75
427,zhicheng,85,CN,1566491027,62,35.04,112.59,76.47,0.81
428,eyl,0,SO,1566490872,34,7.98,49.82,91.77,18.41
429,yamada,75,JP,1566491027,78,36.58,137.08,78.8,8.05
430,ahuimanu,40,US,1566490865,74,21.44,-157.84,80.6,9.17
431,ghanzi,0,BW,1566491028,13,-21.7,21.65,76.11,10.92
432,jiangkou,1,CN,1566491028,61,30.7,117.56,75.93,4.27
433,isla vista,20,US,1566491028,88,34.41,-119.86,82.0,4.7
434,apollonia,20,GR,1566491028,28,40.64,23.49,93.99,10.29
435,aklavik,90,CA,1566491028,93,68.22,-135.01,41.0,8.05
436,terney,100,RU,1566491029,98,45.05,136.61,57.39,6.89
437,nokaneng,0,BW,1566491029,11,-19.66,22.19,80.25,11.39
438,vila franca do campo,75,PT,1566491029,94,37.72,-25.43,73.4,11.41
439,ozernovskiy,0,RU,1566491029,91,51.5,156.52,45.51,2.48
440,meadow lake,75,CA,1566491030,72,54.13,-108.44,60.8,6.93
441,port hedland,0,AU,1566491030,62,-20.31,118.58,57.2,6.93
442,kirakira,100,SB,1566490893,88,-10.46,161.92,78.27,13.42
443,bose,0,IT,1566491030,53,45.46,8.01,84.2,4.7
444,xingyi,100,CN,1566491031,92,24.19,102.82,60.99,2.44
445,vilyuysk,100,RU,1566491031,94,63.75,121.63,54.87,6.33
446,bastia,0,IT,1566491031,48,44.6,8.98,86.0,11.41
447,stange,75,NO,1566491031,93,60.72,11.19,55.4,13.87
448,severomuysk,20,RU,1566491032,69,56.17,113.57,45.51,0.92
449,leningradskiy,100,RU,1566491032,94,69.38,178.42,37.41,14.99
450,tiznit,0,MA,1566491032,75,29.7,-9.73,71.25,11.34
451,awjilah,0,LY,1566491032,16,29.14,21.3,99.33,12.73
452,chaohu,26,CN,1566491032,78,31.63,117.88,80.6,2.24
453,pandoh,52,IN,1566491033,93,31.67,77.06,57.21,3.15
454,lufilufi,2,WS,1566491033,75,-13.87,-171.6,83.13,20.85
455,otane,67,NZ,1566491033,77,-39.89,176.62,48.0,4.79
456,kahului,20,US,1566491033,74,20.89,-156.47,78.8,12.75
457,hermosa,90,PH,1566491033,94,14.83,120.51,84.99,5.82
458,college,75,US,1566491033,86,64.86,-147.8,46.4,4.7
459,ust-ilimsk,68,RU,1566491034,86,57.96,102.73,51.81,1.99
460,trairi,0,BR,1566491034,28,-3.28,-39.27,94.65,6.8
461,birin,75,NP,1566491034,83,26.89,88.07,80.6,3.18
462,lityn,0,UA,1566491034,60,49.32,28.09,71.6,11.18
463,torbay,90,CA,1566490168,87,47.66,-52.73,64.0,13.87
464,ginir,100,ET,1566491035,74,7.14,40.71,65.49,6.58
465,muros,20,ES,1566491035,40,42.77,-9.06,91.99,4.7
466,pemba,90,MZ,1566491035,78,-12.97,40.52,77.0,20.8
467,cabra,20,ES,1566491035,23,37.47,-4.43,98.6,6.93
468,meulaboh,49,ID,1566490878,74,4.14,96.13,83.67,10.02
469,san quintin,74,PH,1566491035,91,17.54,120.52,75.93,1.12
470,shenjiamen,0,CN,1566491036,87,29.96,122.3,82.59,10.49
471,hurricane,1,US,1566491036,15,37.18,-113.29,82.99,8.16
472,mount pleasant,1,US,1566490838,49,33.16,-94.97,91.99,10.29
473,nishihara,20,JP,1566491036,88,35.74,139.53,84.99,8.05
474,lahaina,20,US,1566491036,73,20.87,-156.68,78.8,14.99
475,nidzica,0,PL,1566491036,52,53.36,20.43,69.8,1.12
476,celestun,77,MX,1566490853,78,20.87,-90.4,82.41,11.27
477,sao filipe,2,CV,1566491037,77,14.9,-24.5,76.47,13.53
478,camacha,20,PT,1566490871,60,33.08,-16.33,77.0,14.99
479,markova,0,RU,1566491037,87,52.21,104.21,55.4,4.47
480,treinta y tres,100,UY,1566491037,78,-33.23,-54.39,52.71,5.03
481,cabatuan,100,PH,1566491037,88,16.95,121.67,75.57,2.57
482,boksitogorsk,0,RU,1566491037,79,59.47,33.85,62.01,7.49
483,mae ramat,100,TH,1566491038,97,16.98,98.52,72.87,2.48
484,puro,100,PH,1566491038,84,13.13,123.76,80.07,14.81
485,matagami,50,NG,1566491038,83,9.67,8.4,76.65,5.68
486,along,100,IN,1566491038,97,28.17,94.8,63.33,2.21
487,butler,75,US,1566491038,78,41.43,-84.87,73.99,9.17
488,aliwal north,0,ZA,1566490960,9,-30.69,26.71,69.63,8.25
489,ponnani,75,IN,1566491039,94,10.77,75.93,80.01,4.7
490,kuruman,0,ZA,1566491039,24,-27.46,23.43,68.0,2.73
491,verkhoyansk,81,RU,1566490837,80,67.55,133.39,53.97,2.86
492,cascais,0,PT,1566491039,33,38.7,-9.42,93.2,8.05
493,cururupu,43,BR,1566491039,57,-1.82,-44.87,86.91,7.11
494,takoradi,80,GH,1566490830,63,4.89,-1.75,83.13,11.99
495,antalaha,100,MG,1566491040,87,-14.9,50.28,68.01,2.68
496,keflavik,40,IS,1566491040,71,64.0,-22.56,57.2,6.93
497,sibu,75,MY,1566491042,94,2.29,111.83,75.2,2.24
498,shangzhi,100,CN,1566491042,98,45.21,127.96,56.49,2.33
499,avanigadda,75,IN,1566491042,94,16.02,80.92,80.6,5.82
500,taldan,79,RU,1566491043,90,53.69,124.82,55.59,1.03
501,breves,0,BR,1566491043,39,-1.68,-50.48,94.47,4.5
502,lethem,0,GY,1566490797,56,3.38,-59.8,88.17,8.86
503,ruidoso,1,US,1566491043,56,33.33,-105.67,84.99,3.36
504,henties bay,0,NA,1566491044,83,-22.12,14.28,63.0,5.01
505,yacuiba,90,AR,1566491044,63,-22.01,-63.68,64.4,6.46
506,bambanglipuro,41,ID,1566491044,91,-7.95,110.28,73.95,12.19
507,wamba,26,CD,1566491044,93,2.14,27.99,75.75,1.34
508,mweka,20,CD,1566491044,22,-4.85,21.56,95.91,2.86
509,mercedes,100,UY,1566491045,75,-33.25,-58.03,51.01,1.99
510,roma,0,IT,1566491045,43,41.89,12.48,90.0,9.17
511,miram shah,0,PK,1566491045,39,33.01,70.07,84.75,9.08
512,lazaro cardenas,75,MX,1566491045,47,28.39,-105.62,78.8,4.7
513,zheleznodorozhnyy,0,RU,1566491046,68,55.75,38.0,68.0,11.18
514,ust-maya,32,RU,1566491046,90,60.42,134.54,54.33,1.54
515,mpanda,27,BI,1566491046,39,-3.17,29.4,75.39,10.04
516,bitkine,31,TD,1566491046,67,11.98,18.21,83.49,9.08
517,hovd,40,NO,1566491046,59,63.83,10.7,64.99,18.34
518,nochistlan,75,MX,1566491046,60,21.37,-102.85,69.8,4.7
519,xining,100,CN,1566491047,90,36.62,101.77,50.91,1.74
520,mwingi,88,KE,1566491047,43,-0.93,38.07,77.55,10.2
521,baijiantan,33,CN,1566491047,18,45.63,85.18,82.05,10.36
522,mantua,0,IT,1566491048,48,45.16,10.79,84.99,4.7
523,tublay,85,PH,1566491048,90,16.48,120.63,71.43,2.08
524,bonthe,90,SL,1566491048,75,7.53,-12.5,80.25,13.96
525,adrar,0,DZ,1566491048,6,27.87,-0.29,114.8,18.34
526,kulhudhuffushi,100,MV,1566491048,80,6.62,73.07,81.51,13.49
527,san jose acatempa,75,GT,1566491049,73,14.26,-90.13,73.4,6.93
528,tavda,100,RU,1566491049,80,58.04,65.27,61.89,4.99
529,russell,90,US,1566491049,78,38.9,-98.86,75.2,8.05
530,batticaloa,100,LK,1566491049,60,7.71,81.69,82.05,1.5
531,changli,0,CN,1566491050,83,30.54,105.42,77.55,7.16
